journal,issn,doi,url
Parliamentary Affairs,0031-2290,10.1093/pa/gsy022,https://doi.org/10.1093/pa/gsy022
International Studies Review,1521-9488,10.1093/isr/viaa094,https://doi.org/10.1093/isr/viaa094
International Affairs,0020-5850,10.1093/ia/iiac121,https://doi.org/10.1093/ia/iiac121
International Political Sociology,1749-5679,10.1111/j.1749-5687.2011.00135.x,https://doi.org/10.1111/j.1749-5687.2011.00135.x
International Studies Quarterly,0020-8833,10.1093/isq/sqz024,https://doi.org/10.1093/isq/sqz024
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjt023,https://doi.org/10.1093/publius/pjt023
Parliamentary Affairs,0031-2290,10.1093/pa/gsac009,https://doi.org/10.1093/pa/gsac009
International Studies Review,1521-9488,10.1111/misr.12187,https://doi.org/10.1111/misr.12187
Parliamentary Affairs,0031-2290,10.1093/pa/gsae023,https://doi.org/10.1093/pa/gsae023
Political Science Quarterly,0032-3195,10.1002/j.1538-165x.2012.tb01128.x,https://doi.org/10.1002/j.1538-165x.2012.tb01128.x
Science and Public Policy,0302-3427,10.1093/scipol/scad074,https://doi.org/10.1093/scipol/scad074
International Studies Quarterly,0020-8833,10.1093/isq/sqae140,https://doi.org/10.1093/isq/sqae140
Socio-Economic Review,1475-1461,10.1093/ser/mwr008,https://doi.org/10.1093/ser/mwr008
Political Science Quarterly,0032-3195,10.1002/polq.13349,https://doi.org/10.1002/polq.13349
Human Rights Law Review,1461-7781,10.1093/hrlr/ngq003,https://doi.org/10.1093/hrlr/ngq003
International Affairs,0020-5850,10.1111/1468-2346.12083,https://doi.org/10.1111/1468-2346.12083
International Studies Quarterly,0020-8833,10.1093/isq/sqv004,https://doi.org/10.1093/isq/sqv004
International Studies Quarterly,0020-8833,10.1111/j.1468-2478.2011.00710.x,https://doi.org/10.1111/j.1468-2478.2011.00710.x
Foreign Policy Analysis,1743-8586,10.1093/fpa/orw029,https://doi.org/10.1093/fpa/orw029
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjac001,https://doi.org/10.1093/publius/pjac001
International Affairs,0020-5850,10.1093/ia/iiaa233,https://doi.org/10.1093/ia/iiaa233
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edq025,https://doi.org/10.1093/ijpor/edq025
European Journal of International Law,0938-5428,10.1093/ejil/chac060,https://doi.org/10.1093/ejil/chac060
International Affairs,0020-5850,10.1093/ia/iix089,https://doi.org/10.1093/ia/iix089
Political Science Quarterly,0032-3195,10.1002/j.1538-165x.2011.tb02156.x,https://doi.org/10.1002/j.1538-165x.2011.tb02156.x
International Studies Quarterly,0020-8833,10.1093/isq/sqab088,https://doi.org/10.1093/isq/sqab088
European Journal of International Law,0938-5428,10.1093/ejil/chad006,https://doi.org/10.1093/ejil/chad006
African Affairs,0001-9909,10.1093/afraf/adu078,https://doi.org/10.1093/afraf/adu078
Chinese Journal of International Politics,1750-8916,10.1093/cjip/poq015,https://doi.org/10.1093/cjip/poq015
European Journal of International Law,0938-5428,10.1093/ejil/chae055,https://doi.org/10.1093/ejil/chae055
International Studies Review,1521-9488,10.1093/isr/viab042,https://doi.org/10.1093/isr/viab042
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjab020,https://doi.org/10.1093/publius/pjab020
International Studies Perspectives,1528-3577,10.1111/insp.12059,https://doi.org/10.1111/insp.12059
African Affairs,0001-9909,10.1093/afraf/adx028,https://doi.org/10.1093/afraf/adx028
International Affairs,0020-5850,10.1093/ia/iix055,https://doi.org/10.1093/ia/iix055
Human Rights Law Review,1461-7781,10.1093/hrlr/ngw034,https://doi.org/10.1093/hrlr/ngw034
International Studies Quarterly,0020-8833,10.1093/isq/sqab015,https://doi.org/10.1093/isq/sqab015
Political Science Quarterly,0032-3195,10.1002/polq.12760,https://doi.org/10.1002/polq.12760
Socio-Economic Review,1475-1461,10.1093/ser/mwad071,https://doi.org/10.1093/ser/mwad071
European Journal of International Law,0938-5428,10.1093/ejil/chab038,https://doi.org/10.1093/ejil/chab038
Political Science Quarterly,0032-3195,10.1002/j.1538-165x.2011.tb02148.x,https://doi.org/10.1002/j.1538-165x.2011.tb02148.x
Parliamentary Affairs,0031-2290,10.1093/pa/gsz044,https://doi.org/10.1093/pa/gsz044
Political Science Quarterly,0032-3195,10.1002/polq.13145,https://doi.org/10.1002/polq.13145
Parliamentary Affairs,0031-2290,10.1093/pa/gsy038,https://doi.org/10.1093/pa/gsy038
Policy and Society,1449-4035,10.1016/j.polsoc.2013.01.003,https://doi.org/10.1016/j.polsoc.2013.01.003
Parliamentary Affairs,0031-2290,10.1093/pa/gsw022,https://doi.org/10.1093/pa/gsw022
International Studies Review,1521-9488,10.1111/misr.12260,https://doi.org/10.1111/misr.12260
Political Science Quarterly,0032-3195,10.1002/polq.13044,https://doi.org/10.1002/polq.13044
Political Science Quarterly,0032-3195,10.1002/polq.12301,https://doi.org/10.1002/polq.12301
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjae021,https://doi.org/10.1093/publius/pjae021
Political Science Quarterly,0032-3195,10.1002/polq.13188,https://doi.org/10.1002/polq.13188
Human Rights Law Review,1461-7781,10.1093/hrlr/ngad002,https://doi.org/10.1093/hrlr/ngad002
Foreign Policy Analysis,1743-8586,10.1111/fpa.2010.6.issue-4,https://doi.org/10.1111/fpa.2010.6.issue-4
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pju059,https://doi.org/10.1093/publius/pju059
International Studies Quarterly,0020-8833,10.1093/isq/sqae153,https://doi.org/10.1093/isq/sqae153
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edy033,https://doi.org/10.1093/ijpor/edy033
Public Opinion Quarterly,0033-362X,10.1093/poq/nfp091,https://doi.org/10.1093/poq/nfp091
European Journal of International Law,0938-5428,10.1093/ejil/chu020,https://doi.org/10.1093/ejil/chu020
Science and Public Policy,0302-3427,10.1093/scipol/sct071,https://doi.org/10.1093/scipol/sct071
Science and Public Policy,0302-3427,10.1093/scipol/scx051,https://doi.org/10.1093/scipol/scx051
Science and Public Policy,0302-3427,10.1093/scipol/scu036,https://doi.org/10.1093/scipol/scu036
Human Rights Law Review,1461-7781,10.1093/hrlr/ngy023,https://doi.org/10.1093/hrlr/ngy023
Socio-Economic Review,1475-1461,10.1093/ser/mwz031,https://doi.org/10.1093/ser/mwz031
Policy and Society,1449-4035,10.1080/14494035.2017.1321230,https://doi.org/10.1080/14494035.2017.1321230
Parliamentary Affairs,0031-2290,10.1093/pa/gsr011,https://doi.org/10.1093/pa/gsr011
Parliamentary Affairs,0031-2290,10.1093/pa/gsw002,https://doi.org/10.1093/pa/gsw002
Parliamentary Affairs,0031-2290,10.1093/pa/gst049,https://doi.org/10.1093/pa/gst049
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muab008,https://doi.org/10.1093/jopart/muab008
International Studies Quarterly,0020-8833,10.1093/isq/sqaa083,https://doi.org/10.1093/isq/sqaa083
International Affairs,0020-5850,10.1093/ia/iiad096,https://doi.org/10.1093/ia/iiad096
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijab007,https://doi.org/10.1093/ijtj/ijab007
European Journal of International Law,0938-5428,10.1093/ejil/chr053,https://doi.org/10.1093/ejil/chr053
Science and Public Policy,0302-3427,10.1093/scipol/scv078,https://doi.org/10.1093/scipol/scv078
Human Rights Law Review,1461-7781,10.1093/hrlr/ngaa014,https://doi.org/10.1093/hrlr/ngaa014
International Studies Review,1521-9488,10.1111/misr.12150,https://doi.org/10.1111/misr.12150
Socio-Economic Review,1475-1461,10.1093/ser/mwq020,https://doi.org/10.1093/ser/mwq020
International Studies Review,1521-9488,10.1093/isr/viab007,https://doi.org/10.1093/isr/viab007
Science and Public Policy,0302-3427,10.1093/scipol/scy043,https://doi.org/10.1093/scipol/scy043
African Affairs,0001-9909,10.1093/afraf/ads075,https://doi.org/10.1093/afraf/ads075
Parliamentary Affairs,0031-2290,10.1093/pa/gsu005,https://doi.org/10.1093/pa/gsu005
Political Science Quarterly,0032-3195,10.1002/polq.12591,https://doi.org/10.1002/polq.12591
Human Rights Law Review,1461-7781,10.1093/hrlr/ngad039,https://doi.org/10.1093/hrlr/ngad039
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/mus025,https://doi.org/10.1093/jopart/mus025
International Studies Perspectives,1528-3577,10.1111/insp.12070,https://doi.org/10.1111/insp.12070
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/mus048,https://doi.org/10.1093/jopart/mus048
Parliamentary Affairs,0031-2290,10.1093/pa/gsr042,https://doi.org/10.1093/pa/gsr042
Science and Public Policy,0302-3427,10.1093/scipol/scaa054,https://doi.org/10.1093/scipol/scaa054
International Affairs,0020-5850,10.1093/ia/iix142,https://doi.org/10.1093/ia/iix142
International Affairs,0020-5850,10.1093/ia/iiz163,https://doi.org/10.1093/ia/iiz163
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/mux012,https://doi.org/10.1093/jopart/mux012
International Affairs,0020-5850,10.1093/ia/iiad205,https://doi.org/10.1093/ia/iiad205
Political Science Quarterly,0032-3195,10.1002/polq.13203,https://doi.org/10.1002/polq.13203
African Affairs,0001-9909,10.1093/afraf/adv014,https://doi.org/10.1093/afraf/adv014
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edq047,https://doi.org/10.1093/ijpor/edq047
Political Science Quarterly,0032-3195,10.1002/polq.12128,https://doi.org/10.1002/polq.12128
Science and Public Policy,0302-3427,10.1093/scipol/scv045,https://doi.org/10.1093/scipol/scv045
Political Science Quarterly,0032-3195,10.1002/polq.12423,https://doi.org/10.1002/polq.12423
International Political Sociology,1749-5679,10.1111/j.1749-5687.2010.00114.x,https://doi.org/10.1111/j.1749-5687.2010.00114.x
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edv047,https://doi.org/10.1093/ijpor/edv047
International Affairs,0020-5850,10.1111/1468-2346.12063,https://doi.org/10.1111/1468-2346.12063
Political Science Quarterly,0032-3195,10.1002/polq.12247,https://doi.org/10.1002/polq.12247
Science and Public Policy,0302-3427,10.1093/scipol/scaa018,https://doi.org/10.1093/scipol/scaa018
International Studies Quarterly,0020-8833,10.1111/j.1468-2478.2011.00670.x,https://doi.org/10.1111/j.1468-2478.2011.00670.x
Public Opinion Quarterly,0033-362X,10.1093/poq/nfq062,https://doi.org/10.1093/poq/nfq062
Chinese Journal of International Politics,1750-8916,10.1093/cjip/poac011,https://doi.org/10.1093/cjip/poac011
Chinese Journal of International Politics,1750-8916,10.1093/cjip/poaa010,https://doi.org/10.1093/cjip/poaa010
Chinese Journal of International Politics,1750-8916,10.1093/cjip/pos007,https://doi.org/10.1093/cjip/pos007
International Affairs,0020-5850,10.1111/1468-2346.12337,https://doi.org/10.1111/1468-2346.12337
African Affairs,0001-9909,10.1093/afraf/adu013,https://doi.org/10.1093/afraf/adu013
International Affairs,0020-5850,10.1111/inta.2014.90.issue-6,https://doi.org/10.1111/inta.2014.90.issue-6
Foreign Policy Analysis,1743-8586,10.1093/fpa/orw005,https://doi.org/10.1093/fpa/orw005
International Affairs,0020-5850,10.1111/1468-2346.12217,https://doi.org/10.1111/1468-2346.12217
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijw009,https://doi.org/10.1093/ijtj/ijw009
International Affairs,0020-5850,10.1093/ia/iiad328,https://doi.org/10.1093/ia/iiad328
International Affairs,0020-5850,10.1093/ia/iiad138,https://doi.org/10.1093/ia/iiad138
International Studies Quarterly,0020-8833,10.1093/isq/sqy017,https://doi.org/10.1093/isq/sqy017
Foreign Policy Analysis,1743-8586,10.1093/fpa/orac012,https://doi.org/10.1093/fpa/orac012
International Studies Review,1521-9488,10.1093/isr/viv007,https://doi.org/10.1093/isr/viv007
International Studies Perspectives,1528-3577,10.1093/isp/ekaa019,https://doi.org/10.1093/isp/ekaa019
International Affairs,0020-5850,10.1111/j.1468-2346.2012.01061.x,https://doi.org/10.1111/j.1468-2346.2012.01061.x
International Affairs,0020-5850,10.1093/ia/iiaa017,https://doi.org/10.1093/ia/iiaa017
International Affairs,0020-5850,10.1093/ia/iiad124,https://doi.org/10.1093/ia/iiad124
International Studies Quarterly,0020-8833,10.1111/isqu.12174,https://doi.org/10.1111/isqu.12174
Political Science Quarterly,0032-3195,10.1002/polq.13304,https://doi.org/10.1002/polq.13304
International Affairs,0020-5850,10.1111/1468-2346.12666,https://doi.org/10.1111/1468-2346.12666
International Studies Quarterly,0020-8833,10.1111/isqu.12042,https://doi.org/10.1111/isqu.12042
International Affairs,0020-5850,10.1093/ia/iiab145,https://doi.org/10.1093/ia/iiab145
International Affairs,0020-5850,10.1111/1468-2346.12397,https://doi.org/10.1111/1468-2346.12397
International Affairs,0020-5850,10.1093/ia/iiaa118,https://doi.org/10.1093/ia/iiaa118
International Studies Quarterly,0020-8833,10.1111/j.1468-2478.2009.00580.x,https://doi.org/10.1111/j.1468-2478.2009.00580.x
Political Science Quarterly,0032-3195,10.1093/psquar/qqad074,https://doi.org/10.1093/psquar/qqad074
Political Science Quarterly,0032-3195,10.1002/polq.13161,https://doi.org/10.1002/polq.13161
Parliamentary Affairs,0031-2290,10.1093/pa/gsw025,https://doi.org/10.1093/pa/gsw025
Political Science Quarterly,0032-3195,10.1002/polq.13108,https://doi.org/10.1002/polq.13108
Science and Public Policy,0302-3427,10.1093/scipol/scz015,https://doi.org/10.1093/scipol/scz015
Parliamentary Affairs,0031-2290,10.1093/pa/gsab017,https://doi.org/10.1093/pa/gsab017
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/mur035,https://doi.org/10.1093/jopart/mur035
International Affairs,0020-5850,10.1093/ia/iix014,https://doi.org/10.1093/ia/iix014
Perspectives on Public Management and Governance,2398-4910,10.1093/ppmgov/gvz027,https://doi.org/10.1093/ppmgov/gvz027
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjab036,https://doi.org/10.1093/publius/pjab036
Science and Public Policy,0302-3427,10.1093/scipol/scx064,https://doi.org/10.1093/scipol/scx064
Public Opinion Quarterly,0033-362X,10.1093/poq/nfx023,https://doi.org/10.1093/poq/nfx023
International Studies Perspectives,1528-3577,10.1111/insp.12073,https://doi.org/10.1111/insp.12073
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjr013,https://doi.org/10.1093/publius/pjr013
International Studies Quarterly,0020-8833,10.1093/isq/sqw002,https://doi.org/10.1093/isq/sqw002
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edt031,https://doi.org/10.1093/ijpor/edt031
International Political Sociology,1749-5679,10.1111/j.1749-5687.2009.00093_5.x,https://doi.org/10.1111/j.1749-5687.2009.00093_5.x
International Affairs,0020-5850,10.1093/ia/iiac232,https://doi.org/10.1093/ia/iiac232
European Journal of International Law,0938-5428,10.1093/ejil/chs051,https://doi.org/10.1093/ejil/chs051
International Affairs,0020-5850,10.1093/ia/iiab127,https://doi.org/10.1093/ia/iiab127
Science and Public Policy,0302-3427,10.1093/scipol/scad048,https://doi.org/10.1093/scipol/scad048
Public Opinion Quarterly,0033-362X,10.1093/poq/nfq016,https://doi.org/10.1093/poq/nfq016
European Journal of International Law,0938-5428,10.1093/ejil/chq034,https://doi.org/10.1093/ejil/chq034
Science and Public Policy,0302-3427,10.1093/scipol/scad004,https://doi.org/10.1093/scipol/scad004
Chinese Journal of International Politics,1750-8916,10.1093/cjip/poy003,https://doi.org/10.1093/cjip/poy003
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/mut030,https://doi.org/10.1093/jopart/mut030
Socio-Economic Review,1475-1461,10.1093/ser/mwy014,https://doi.org/10.1093/ser/mwy014
European Journal of International Law,0938-5428,10.1093/ejil/chq055,https://doi.org/10.1093/ejil/chq055
Foreign Policy Analysis,1743-8586,10.1093/fpa/orw060,https://doi.org/10.1093/fpa/orw060
International Studies Quarterly,0020-8833,10.1093/isq/sqx060,https://doi.org/10.1093/isq/sqx060
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muy040,https://doi.org/10.1093/jopart/muy040
International Studies Review,1521-9488,10.1111/misr.2014.16.issue-1,https://doi.org/10.1111/misr.2014.16.issue-1
Parliamentary Affairs,0031-2290,10.1093/pa/gsad004,https://doi.org/10.1093/pa/gsad004
European Journal of International Law,0938-5428,10.1093/ejil/chx050,https://doi.org/10.1093/ejil/chx050
Public Opinion Quarterly,0033-362X,10.1093/poq/nfz012,https://doi.org/10.1093/poq/nfz012
Political Science Quarterly,0032-3195,10.1002/polq.12141,https://doi.org/10.1002/polq.12141
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/eds034,https://doi.org/10.1093/ijpor/eds034
Public Opinion Quarterly,0033-362X,10.1093/poq/nft006,https://doi.org/10.1093/poq/nft006
European Journal of International Law,0938-5428,10.1093/ejil/chab026,https://doi.org/10.1093/ejil/chab026
International Studies Quarterly,0020-8833,10.1093/isq/sqab030,https://doi.org/10.1093/isq/sqab030
International Studies Quarterly,0020-8833,10.1093/isq/sqx050,https://doi.org/10.1093/isq/sqx050
International Affairs,0020-5850,10.1093/ia/iiaa200,https://doi.org/10.1093/ia/iiaa200
Human Rights Law Review,1461-7781,10.1093/hrlr/ngq033,https://doi.org/10.1093/hrlr/ngq033
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/iju019,https://doi.org/10.1093/ijtj/iju019
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muaa032,https://doi.org/10.1093/jopart/muaa032
International Political Sociology,1749-5679,10.1093/ips/olab016,https://doi.org/10.1093/ips/olab016
Political Science Quarterly,0032-3195,10.1002/polq.13300,https://doi.org/10.1002/polq.13300
Political Science Quarterly,0032-3195,10.1002/polq.12452,https://doi.org/10.1002/polq.12452
Parliamentary Affairs,0031-2290,10.1093/pa/gst008,https://doi.org/10.1093/pa/gst008
European Journal of International Law,0938-5428,10.1093/ejil/chad005,https://doi.org/10.1093/ejil/chad005
